location,time,total_trip_count,value,Bike_Lanes,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,rain,Area_N,Area_NE,Area_NW,Area_S,Area_SE,Area_SW,Area_W,Area_CC
Charleville Mall,05/01/2020,70,295.0,1,0,0,0,0,0,0,0,0,0,0,0,2.4,0,1,0,0,0,0,0,0
Charleville Mall,12/01/2020,425,771.0,1,0,0,0,0,0,0,0,0,0,0,0,24.2,0,1,0,0,0,0,0,0
Charleville Mall,19/01/2020,0,805.0,1,0,0,0,0,0,0,0,0,0,0,0,13.0,0,1,0,0,0,0,0,0
Charleville Mall,26/01/2020,0,894.0,1,0,0,0,0,0,0,0,0,0,0,0,1.8,0,1,0,0,0,0,0,0
Charleville Mall,02/02/2020,50,890.0,1,1,0,0,0,0,0,0,0,0,0,0,3.5,0,1,0,0,0,0,0,0
Charleville Mall,09/02/2020,395,875.0,1,1,0,0,0,0,0,0,0,0,0,0,49.5,0,1,0,0,0,0,0,0
Charleville Mall,16/02/2020,120,678.0,1,1,0,0,0,0,0,0,0,0,0,0,39.2,0,1,0,0,0,0,0,0
Charleville Mall,23/02/2020,0,739.0,1,1,0,0,0,0,0,0,0,0,0,0,41.3,0,1,0,0,0,0,0,0
Charleville Mall,01/03/2020,45,749.0,1,0,1,0,0,0,0,0,0,0,0,0,11.7,0,1,0,0,0,0,0,0
Charleville Mall,08/03/2020,405,912.0,1,0,1,0,0,0,0,0,0,0,0,0,3.4,0,1,0,0,0,0,0,0
Charleville Mall,15/03/2020,210,821.0,1,0,1,0,0,0,0,0,0,0,0,0,19.9,0,1,0,0,0,0,0,0
Charleville Mall,22/03/2020,0,544.0,1,0,1,0,0,0,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0
Charleville Mall,29/03/2020,0,434.0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,05/04/2020,275,367.0,1,0,0,1,0,0,0,0,0,0,0,0,3.9,0,1,0,0,0,0,0,0
Charleville Mall,12/04/2020,285,501.0,1,0,0,1,0,0,0,0,0,0,0,0,1.8,0,1,0,0,0,0,0,0
Charleville Mall,19/04/2020,0,593.0,1,0,0,1,0,0,0,0,0,0,0,0,3.8,0,1,0,0,0,0,0,0
Charleville Mall,26/04/2020,0,696.0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,03/05/2020,135,671.0,1,0,0,0,1,0,0,0,0,0,0,0,6.7,0,1,0,0,0,0,0,0
Charleville Mall,10/05/2020,275,911.0,1,0,0,0,1,0,0,0,0,0,0,0,3.2,0,1,0,0,0,0,0,0
Charleville Mall,17/05/2020,35,908.0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,24/05/2020,0,996.0,1,0,0,0,1,0,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0
Charleville Mall,31/05/2020,0,1364.0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,07/06/2020,405,990.0,1,0,0,0,0,1,0,0,0,0,0,0,3.4,0,1,0,0,0,0,0,0
Charleville Mall,14/06/2020,205,860.0,1,0,0,0,0,1,0,0,0,0,0,0,16.9,0,1,0,0,0,0,0,0
Charleville Mall,21/06/2020,0,1009.0,1,0,0,0,0,1,0,0,0,0,0,0,38.8,0,1,0,0,0,0,0,0
Charleville Mall,28/06/2020,0,924.0,1,0,0,0,0,1,0,0,0,0,0,0,8.1,0,1,0,0,0,0,0,0
Charleville Mall,05/07/2020,215,796.0,1,0,0,0,0,0,1,0,0,0,0,0,17.5,0,1,0,0,0,0,0,0
Charleville Mall,12/07/2020,340,827.0,1,0,0,0,0,0,1,0,0,0,0,0,29.6,0,1,0,0,0,0,0,0
Charleville Mall,19/07/2020,0,1064.0,1,0,0,0,0,0,1,0,0,0,0,0,8.3,0,1,0,0,0,0,0,0
Charleville Mall,26/07/2020,0,928.0,1,0,0,0,0,0,1,0,0,0,0,0,21.9,0,1,0,0,0,0,0,0
Charleville Mall,02/08/2020,110,1244.0,1,0,0,0,0,0,0,1,0,0,0,0,11.7,0,1,0,0,0,0,0,0
Charleville Mall,09/08/2020,405,1630.0,1,0,0,0,0,0,0,1,0,0,0,0,1.6,0,1,0,0,0,0,0,0
Charleville Mall,16/08/2020,100,1549.0,1,0,0,0,0,0,0,1,0,0,0,0,10.5,0,1,0,0,0,0,0,0
Charleville Mall,23/08/2020,0,1134.0,1,0,0,0,0,0,0,1,0,0,0,0,41.9,0,1,0,0,0,0,0,0
Charleville Mall,30/08/2020,0,1277.0,1,0,0,0,0,0,0,1,0,0,0,0,37.9,0,1,0,0,0,0,0,0
Charleville Mall,06/09/2020,320,1471.0,1,0,0,0,0,0,0,0,1,0,0,0,33.1,0,1,0,0,0,0,0,0
Charleville Mall,13/09/2020,275,1652.0,1,0,0,0,0,0,0,0,1,0,0,0,1.4,0,1,0,0,0,0,0,0
Charleville Mall,20/09/2020,0,1709.0,1,0,0,0,0,0,0,0,1,0,0,0,3.5,0,1,0,0,0,0,0,0
Charleville Mall,27/09/2020,0,1738.0,1,0,0,0,0,0,0,0,1,0,0,0,16.7,0,1,0,0,0,0,0,0
Charleville Mall,04/10/2020,245,1402.0,1,0,0,0,0,0,0,0,0,1,0,0,47.2,0,1,0,0,0,0,0,0
Charleville Mall,11/10/2020,365,1484.0,1,0,0,0,0,0,0,0,0,1,0,0,17.9,0,1,0,0,0,0,0,0
Charleville Mall,18/10/2020,20,1602.0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0
Charleville Mall,25/10/2020,0,1396.0,1,0,0,0,0,0,0,0,0,1,0,0,9.8,0,1,0,0,0,0,0,0
Charleville Mall,01/11/2020,0,999.0,1,0,0,0,0,0,0,0,0,0,1,0,18.6,0,1,0,0,0,0,0,0
Charleville Mall,08/11/2020,410,1303.0,1,0,0,0,0,0,0,0,0,0,1,0,6.2,0,1,0,0,0,0,0,0
Charleville Mall,15/11/2020,175,1161.0,1,0,0,0,0,0,0,0,0,0,1,0,13.7,0,1,0,0,0,0,0,0
Charleville Mall,22/11/2020,0,1282.0,1,0,0,0,0,0,0,0,0,0,1,0,6.2,0,1,0,0,0,0,0,0
Charleville Mall,29/11/2020,0,1208.0,1,0,0,0,0,0,0,0,0,0,1,0,3.6,0,1,0,0,0,0,0,0
Charleville Mall,06/12/2020,235,1111.0,1,0,0,0,0,0,0,0,0,0,0,1,0.3,0,1,0,0,0,0,0,0
Charleville Mall,13/12/2020,295,985.0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0
Charleville Mall,20/12/2020,0,1075.0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0
Charleville Mall,27/12/2020,0,566.0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0
Charleville Mall,03/01/2021,90,589.0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0
Charleville Mall,10/01/2021,510,672.0,1,0,0,0,0,0,0,0,0,0,0,0,4.6,0,1,0,0,0,0,0,0
Charleville Mall,17/01/2021,60,884.0,1,0,0,0,0,0,0,0,0,0,0,0,26.0,0,1,0,0,0,0,0,0
Charleville Mall,24/01/2021,0,792.0,1,0,0,0,0,0,0,0,0,0,0,0,22.8,0,1,0,0,0,0,0,0
Charleville Mall,31/01/2021,0,613.0,1,0,0,0,0,0,0,0,0,0,0,0,30.8,0,1,0,0,0,0,0,0
Charleville Mall,07/02/2021,405,755.0,1,1,0,0,0,0,0,0,0,0,0,0,24.6,0,1,0,0,0,0,0,0
Charleville Mall,14/02/2021,195,534.0,1,1,0,0,0,0,0,0,0,0,0,0,7.4,0,1,0,0,0,0,0,0
Charleville Mall,21/02/2021,0,943.0,1,1,0,0,0,0,0,0,0,0,0,0,14.9,0,1,0,0,0,0,0,0
Charleville Mall,28/02/2021,0,1297.0,1,1,0,0,0,0,0,0,0,0,0,0,10.8,0,1,0,0,0,0,0,0
Charleville Mall,07/03/2021,320,1232.0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,14/03/2021,230,1005.0,1,0,1,0,0,0,0,0,0,0,0,0,30.3,0,1,0,0,0,0,0,0
Charleville Mall,21/03/2021,0,1635.0,1,0,1,0,0,0,0,0,0,0,0,0,0.4,0,1,0,0,0,0,0,0
Charleville Mall,28/03/2021,0,1236.0,1,0,1,0,0,0,0,0,0,0,0,0,4.9,0,1,0,0,0,0,0,0
Charleville Mall,04/04/2021,165,1642.0,1,0,0,1,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0
Charleville Mall,11/04/2021,325,1306.0,1,0,0,1,0,0,0,0,0,0,0,0,5.3,0,1,0,0,0,0,0,0
Charleville Mall,18/04/2021,25,1568.0,1,0,0,1,0,0,0,0,0,0,0,0,1.3,0,1,0,0,0,0,0,0
Charleville Mall,25/04/2021,0,1703.0,1,0,0,1,0,0,0,0,0,0,0,0,1.5,0,1,0,0,0,0,0,0
Charleville Mall,02/05/2021,35,1731.0,1,0,0,0,1,0,0,0,0,0,0,0,4.8,0,1,0,0,0,0,0,0
Charleville Mall,09/05/2021,350,1465.0,1,0,0,0,1,0,0,0,0,0,0,0,30.2,0,1,0,0,0,0,0,0
Charleville Mall,16/05/2021,105,1749.0,1,0,0,0,1,0,0,0,0,0,0,0,9.3,0,1,0,0,0,0,0,0
Charleville Mall,23/05/2021,0,1561.0,1,0,0,0,1,0,0,0,0,0,0,0,33.6,0,1,0,0,0,0,0,0
Charleville Mall,30/05/2021,0,1974.0,1,0,0,0,1,0,0,0,0,0,0,0,14.8,0,1,0,0,0,0,0,0
Charleville Mall,06/06/2021,320,2050.0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,13/06/2021,240,2083.0,1,0,0,0,0,1,0,0,0,0,0,0,1.4,0,1,0,0,0,0,0,0
Charleville Mall,20/06/2021,0,2130.0,1,0,0,0,0,1,0,0,0,0,0,0,0.3,0,1,0,0,0,0,0,0
Charleville Mall,27/06/2021,0,1869.0,1,0,0,0,0,1,0,0,0,0,0,0,9.4,0,1,0,0,0,0,0,0
Charleville Mall,04/07/2021,195,2061.0,1,0,0,0,0,0,1,0,0,0,0,0,15.6,0,1,0,0,0,0,0,0
Charleville Mall,11/07/2021,390,1708.0,1,0,0,0,0,0,1,0,0,0,0,0,39.6,0,1,0,0,0,0,0,0
Charleville Mall,18/07/2021,0,2407.0,1,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0
Charleville Mall,25/07/2021,0,2465.0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,01/08/2021,10,1838.0,1,0,0,0,0,0,0,1,0,0,0,0,38.5,0,1,0,0,0,0,0,0
Charleville Mall,08/08/2021,330,1697.0,1,0,0,0,0,0,0,1,0,0,0,0,14.1,0,1,0,0,0,0,0,0
Charleville Mall,15/08/2021,110,1775.0,1,0,0,0,0,0,0,1,0,0,0,0,3.9,0,1,0,0,0,0,0,0
Charleville Mall,22/08/2021,0,1804.0,1,0,0,0,0,0,0,1,0,0,0,0,19.2,0,1,0,0,0,0,0,0
Charleville Mall,29/08/2021,0,2163.0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,05/09/2021,190,2115.0,1,0,0,0,0,0,0,0,1,0,0,0,1.2,0,1,0,0,0,0,0,0
Charleville Mall,12/09/2021,335,2133.0,1,0,0,0,0,0,0,0,1,0,0,0,5.4,0,1,0,0,0,0,0,0
Charleville Mall,19/09/2021,0,2071.0,1,0,0,0,0,0,0,0,1,0,0,0,2.1,0,1,0,0,0,0,0,0
Charleville Mall,26/09/2021,0,2408.0,1,0,0,0,0,0,0,0,1,0,0,0,16.9,0,1,0,0,0,0,0,0
Charleville Mall,03/10/2021,60,2127.0,1,0,0,0,0,0,0,0,0,1,0,0,10.6,0,1,0,0,0,0,0,0
Charleville Mall,10/10/2021,410,2159.0,1,0,0,0,0,0,0,0,0,1,0,0,15.7,0,1,0,0,0,0,0,0
Charleville Mall,17/10/2021,95,2318.0,1,0,0,0,0,0,0,0,0,1,0,0,4.5,0,1,0,0,0,0,0,0
Charleville Mall,24/10/2021,0,2148.0,1,0,0,0,0,0,0,0,0,1,0,0,10.7,0,1,0,0,0,0,0,0
Charleville Mall,31/10/2021,0,1630.0,1,0,0,0,0,0,0,0,0,1,0,0,45.3,0,1,0,0,0,0,0,0
Charleville Mall,07/11/2021,285,2052.0,1,0,0,0,0,0,0,0,0,0,1,0,8.1,0,1,0,0,0,0,0,0
Charleville Mall,14/11/2021,210,2097.0,1,0,0,0,0,0,0,0,0,0,1,0,2.4,0,1,0,0,0,0,0,0
Charleville Mall,21/11/2021,0,2142.0,1,0,0,0,0,0,0,0,0,0,1,0,0.7,0,1,0,0,0,0,0,0
Charleville Mall,28/11/2021,0,1834.0,1,0,0,0,0,0,0,0,0,0,1,0,0.7,0,1,0,0,0,0,0,0
Charleville Mall,05/12/2021,115,1767.0,1,0,0,0,0,0,0,0,0,0,0,1,15.7,0,1,0,0,0,0,0,0
Charleville Mall,12/12/2021,300,1343.0,1,0,0,0,0,0,0,0,0,0,0,1,30.1,0,1,0,0,0,0,0,0
Charleville Mall,19/12/2021,0,1817.0,1,0,0,0,0,0,0,0,0,0,0,1,0.2,0,1,0,0,0,0,0,0
Charleville Mall,26/12/2021,0,1087.0,1,0,0,0,0,0,0,0,0,0,0,1,32.8,0,1,0,0,0,0,0,0
Charleville Mall,02/01/2022,70,724.0,1,0,0,0,0,0,0,0,0,0,0,0,20.7,0,1,0,0,0,0,0,0
Charleville Mall,09/01/2022,360,1123.0,1,0,0,0,0,0,0,0,0,0,0,0,12.1,0,1,0,0,0,0,0,0
Charleville Mall,16/01/2022,145,1679.0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0
Charleville Mall,23/01/2022,0,1819.0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0
Charleville Mall,30/01/2022,0,1970.0,1,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1,0,0,0,0,0,0
Charleville Mall,06/02/2022,245,2080.0,1,1,0,0,0,0,0,0,0,0,0,0,16.0,0,1,0,0,0,0,0,0
Charleville Mall,13/02/2022,270,2135.0,1,1,0,0,0,0,0,0,0,0,0,0,17.1,0,1,0,0,0,0,0,0
Charleville Mall,20/02/2022,0,1750.0,1,1,0,0,0,0,0,0,0,0,0,0,40.0,0,1,0,0,0,0,0,0
Charleville Mall,27/02/2022,0,1811.0,1,1,0,0,0,0,0,0,0,0,0,0,8.3,0,1,0,0,0,0,0,0
Charleville Mall,06/03/2022,270,2074.0,1,0,1,0,0,0,0,0,0,0,0,0,3.8,0,1,0,0,0,0,0,0
Charleville Mall,13/03/2022,255,2063.0,1,0,1,0,0,0,0,0,0,0,0,0,57.9,0,1,0,0,0,0,0,0
Charleville Mall,20/03/2022,0,1854.0,1,0,1,0,0,0,0,0,0,0,0,0,1.7,0,1,0,0,0,0,0,0
Charleville Mall,27/03/2022,0,2655.0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,03/04/2022,130,2431.0,1,0,0,1,0,0,0,0,0,0,0,0,3.8,0,1,0,0,0,0,0,0
Charleville Mall,10/04/2022,355,2383.0,1,0,0,1,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,0,0,0
Charleville Mall,17/04/2022,35,2111.0,1,0,0,1,0,0,0,0,0,0,0,0,10.6,0,1,0,0,0,0,0,0
Charleville Mall,24/04/2022,0,2296.0,1,0,0,1,0,0,0,0,0,0,0,0,6.2,0,1,0,0,0,0,0,0
Charleville Mall,01/05/2022,35,2592.0,1,0,0,0,1,0,0,0,0,0,0,0,14.7,0,1,0,0,0,0,0,0
Charleville Mall,08/05/2022,295,2607.0,1,0,0,0,1,0,0,0,0,0,0,0,8.0,0,1,0,0,0,0,0,0
Charleville Mall,15/05/2022,165,2950.0,1,0,0,0,1,0,0,0,0,0,0,0,7.8,0,1,0,0,0,0,0,0
Charleville Mall,22/05/2022,0,2869.0,1,0,0,0,1,0,0,0,0,0,0,0,12.6,0,1,0,0,0,0,0,0
Charleville Mall,29/05/2022,0,2996.0,1,0,0,0,1,0,0,0,0,0,0,0,1.3,0,1,0,0,0,0,0,0
Charleville Mall,05/06/2022,175,2687.0,1,0,0,0,0,1,0,0,0,0,0,0,23.7,0,1,0,0,0,0,0,0
Charleville Mall,12/06/2022,385,2627.0,1,0,0,0,0,1,0,0,0,0,0,0,16.1,0,1,0,0,0,0,0,0
Charleville Mall,19/06/2022,0,3129.0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,26/06/2022,0,3127.0,1,0,0,0,0,1,0,0,0,0,0,0,7.1,0,1,0,0,0,0,0,0
Charleville Mall,03/07/2022,125,2849.0,1,0,0,0,0,0,1,0,0,0,0,0,14.2,0,1,0,0,0,0,0,0
Charleville Mall,10/07/2022,395,3024.0,1,0,0,0,0,0,1,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0
Charleville Mall,17/07/2022,105,3115.0,1,0,0,0,0,0,1,0,0,0,0,0,1.1,0,1,0,0,0,0,0,0
Charleville Mall,24/07/2022,0,2904.0,1,0,0,0,0,0,1,0,0,0,0,0,4.7,0,1,0,0,0,0,0,0
Charleville Mall,31/07/2022,0,2909.0,1,0,0,0,0,0,1,0,0,0,0,0,21.2,0,1,0,0,0,0,0,0
Charleville Mall,07/08/2022,305,2743.0,1,0,0,0,0,0,0,1,0,0,0,0,1.9,0,1,0,0,0,0,0,0
Charleville Mall,14/08/2022,295,3321.0,1,0,0,0,0,0,0,1,0,0,0,0,2.1,0,1,0,0,0,0,0,0
Charleville Mall,21/08/2022,0,2855.0,1,0,0,0,0,0,0,1,0,0,0,0,11.2,0,1,0,0,0,0,0,0
Charleville Mall,28/08/2022,0,2964.0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,0,1,0,0,0,0,0,0
Charleville Mall,04/09/2022,185,3187.0,1,0,0,0,0,0,0,0,1,0,0,0,58.0,0,1,0,0,0,0,0,0
Charleville Mall,11/09/2022,365,2731.0,1,0,0,0,0,0,0,0,1,0,0,0,38.8,0,1,0,0,0,0,0,0
Charleville Mall,18/09/2022,5,3168.0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0
Charleville Mall,25/09/2022,0,3226.0,1,0,0,0,0,0,0,0,1,0,0,0,20.3,0,1,0,0,0,0,0,0
Charleville Mall,02/10/2022,70,3261.0,1,0,0,0,0,0,0,0,0,1,0,0,6.0,0,1,0,0,0,0,0,0
Charleville Mall,09/10/2022,420,3118.0,1,0,0,0,0,0,0,0,0,1,0,0,11.8,0,1,0,0,0,0,0,0
Charleville Mall,16/10/2022,100,3208.0,1,0,0,0,0,0,0,0,0,1,0,0,18.9,0,1,0,0,0,0,0,0
Charleville Mall,23/10/2022,0,2599.0,1,0,0,0,0,0,0,0,0,1,0,0,49.9,0,1,0,0,0,0,0,0
Charleville Mall,30/10/2022,0,3048.0,1,0,0,0,0,0,0,0,0,1,0,0,28.0,0,1,0,0,0,0,0,0
Charleville Mall,06/11/2022,235,2240.0,1,0,0,0,0,0,0,0,0,0,1,0,24.1,0,1,0,0,0,0,0,0
Charleville Mall,13/11/2022,285,2954.0,1,0,0,0,0,0,0,0,0,0,1,0,7.7,0,1,0,0,0,0,0,0
Charleville Mall,20/11/2022,0,2992.0,1,0,0,0,0,0,0,0,0,0,1,0,12.4,0,1,0,0,0,0,0,0
Charleville Mall,27/11/2022,0,2524.0,1,0,0,0,0,0,0,0,0,0,1,0,22.7,0,1,0,0,0,0,0,0
Charleville Mall,04/12/2022,140,2845.0,1,0,0,0,0,0,0,0,0,0,0,1,12.6,0,1,0,0,0,0,0,0
Charleville Mall,11/12/2022,415,2051.0,1,0,0,0,0,0,0,0,0,0,0,1,15.7,0,1,0,0,0,0,0,0
Charleville Mall,18/12/2022,0,1446.0,1,0,0,0,0,0,0,0,0,0,0,1,1.5,0,1,0,0,0,0,0,0
Charleville Mall,25/12/2022,0,1376.0,1,0,0,0,0,0,0,0,0,0,0,1,29.0,0,1,0,0,0,0,0,0
Charleville Mall,01/01/2023,5,617.0,1,0,0,0,0,0,0,0,0,0,0,0,9.4,0,1,0,0,0,0,0,0
Charleville Mall,08/01/2023,175,1569.0,1,0,0,0,0,0,0,0,0,0,0,0,7.2,0,1,0,0,0,0,0,0
Charleville Mall,15/01/2023,0,2162.0,1,0,0,0,0,0,0,0,0,0,0,0,22.5,0,1,0,0,0,0,0,0
Charleville Mall,22/01/2023,0,2064.0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0
Charleville Mall,29/01/2023,0,2558.0,1,0,0,0,0,0,0,0,0,0,0,0,1.9,0,1,0,0,0,0,0,0
Charleville Mall,05/02/2023,290,2663.0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0
Charleville Mall,12/02/2023,0,2507.0,1,1,0,0,0,0,0,0,0,0,0,0,0.3,0,1,0,0,0,0,0,0
Charleville Mall,19/02/2023,0,1798.0,1,1,0,0,0,0,0,0,0,0,0,0,5.2,0,1,0,0,0,0,0,0
Charleville Mall,26/02/2023,0,1670.0,1,1,0,0,0,0,0,0,0,0,0,0,0.7,0,1,0,0,0,0,0,0
Charleville Mall,05/03/2023,265,2123.0,1,0,1,0,0,0,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0
Charleville Mall,12/03/2023,0,1964.0,1,0,1,0,0,0,0,0,0,0,0,0,47.7,0,1,0,0,0,0,0,0
Charleville Mall,19/03/2023,0,2044.0,1,0,1,0,0,0,0,0,0,0,0,0,19.2,0,1,0,0,0,0,0,0
Charleville Mall,26/03/2023,0,2709.0,1,0,1,0,0,0,0,0,0,0,0,0,9.9,0,1,0,0,0,0,0,0
Charleville Mall,02/04/2023,50,2584.0,1,0,0,1,0,0,0,0,0,0,0,0,36.6,0,1,0,0,0,0,0,0
Charleville Mall,09/04/2023,175,2535.0,1,0,0,1,0,0,0,0,0,0,0,0,4.5,0,1,0,0,0,0,0,0
Charleville Mall,16/04/2023,0,2138.0,1,0,0,1,0,0,0,0,0,0,0,0,21.4,0,1,0,0,0,0,0,0
Charleville Mall,23/04/2023,0,2631.0,1,0,0,1,0,0,0,0,0,0,0,0,17.3,0,1,0,0,0,0,0,0
Charleville Mall,30/04/2023,0,1880.0,1,0,0,1,0,0,0,0,0,0,0,0,18.6,0,1,0,0,0,0,0,0
Charleville Mall,07/05/2023,225,1964.0,1,0,0,0,1,0,0,0,0,0,0,0,14.8,0,1,0,0,0,0,0,0
Charleville Mall,14/05/2023,0,485.0,1,0,0,0,1,0,0,0,0,0,0,0,32.4,0,1,0,0,0,0,0,0
Charleville Mall,21/05/2023,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0
Charleville Mall,28/05/2023,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,04/06/2023,195,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0
Charleville Mall,11/06/2023,55,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0.9,0,1,0,0,0,0,0,0
Charleville Mall,18/06/2023,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,13.5,0,1,0,0,0,0,0,0
Charleville Mall,25/06/2023,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,9.0,0,1,0,0,0,0,0,0
Charleville Mall,02/07/2023,70,0.0,1,0,0,0,0,0,1,0,0,0,0,0,3.1,0,1,0,0,0,0,0,0
Charleville Mall,09/07/2023,255,0.0,1,0,0,0,0,0,1,0,0,0,0,0,15.1,0,1,0,0,0,0,0,0
Charleville Mall,16/07/2023,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,54.1,0,1,0,0,0,0,0,0
Charleville Mall,23/07/2023,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,46.4,0,1,0,0,0,0,0,0
Charleville Mall,30/07/2023,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,13.8,0,1,0,0,0,0,0,0
Charleville Mall,06/08/2023,255,0.0,1,0,0,0,0,0,0,1,0,0,0,0,63.6,0,1,0,0,0,0,0,0
Charleville Mall,13/08/2023,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0.2,0,1,0,0,0,0,0,0
Charleville Mall,20/08/2023,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,39.5,0,1,0,0,0,0,0,0
Charleville Mall,27/08/2023,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,6.6,0,1,0,0,0,0,0,0
Charleville Mall,03/09/2023,180,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1.9,0,1,0,0,0,0,0,0
Charleville Mall,10/09/2023,90,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0.2,0,1,0,0,0,0,0,0
Charleville Mall,17/09/2023,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,73.4,0,1,0,0,0,0,0,0
Charleville Mall,24/09/2023,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,9.9,0,1,0,0,0,0,0,0
Charleville Mall,01/10/2023,45,0.0,1,0,0,0,0,0,0,0,0,1,0,0,34.6,0,1,0,0,0,0,0,0
Charleville Mall,08/10/2023,145,0.0,1,0,0,0,0,0,0,0,0,1,0,0,2.2,0,1,0,0,0,0,0,0
Charleville Mall,15/10/2023,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,8.1,0,1,0,0,0,0,0,0
Charleville Mall,22/10/2023,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,65.6,0,1,0,0,0,0,0,0
Charleville Mall,29/10/2023,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,32.8,0,1,0,0,0,0,0,0
Charleville Mall,05/11/2023,165,0.0,1,0,0,0,0,0,0,0,0,0,1,0,19.4,0,1,0,0,0,0,0,0
Charleville Mall,12/11/2023,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,18.2,0,1,0,0,0,0,0,0
Charleville Mall,19/11/2023,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,5.9,0,1,0,0,0,0,0,0
Charleville Mall,26/11/2023,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,0,1,0,0,0,0,0,0
Charleville Mall,03/12/2023,130,0.0,1,0,0,0,0,0,0,0,0,0,0,1,4.0,0,1,0,0,0,0,0,0
Charleville Mall,10/12/2023,110,0.0,1,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0
Clonskeagh,05/01/2020,245,3200.0,1,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,1,0,0,0,0
Clonskeagh,12/01/2020,655,10187.0,1,0,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,1,0,0,0,0
Clonskeagh,19/01/2020,680,9747.0,1,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,1,0,0,0,0
Clonskeagh,26/01/2020,775,13970.0,1,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,1,0,0,0,0
Clonskeagh,02/02/2020,610,13805.0,1,1,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1,0,0,0,0
